Tanggal_Loop,Tanggal,Provinsi,Komoditas,Harga_Rp,Perubahan_Harga
2019-01-17,17 Jan 19,DI Yogyakarta,Beras Kualitas Medium II,11400.0,Rp0
2019-01-18,18 Jan 19,DI Yogyakarta,Beras Kualitas Medium II,11400.0,Rp0
2019-01-19,,,,,
2019-01-20,,,,,
2019-01-21,21 Jan 19,DI Yogyakarta,Beras Kualitas Medium II,11400.0,Rp0
2019-01-22,22 Jan 19,DI Yogyakarta,Beras Kualitas Medium II,11400.0,Rp0
2019-01-23,23 Jan 19,DI Yogyakarta,Beras Kualitas Medium II,11400.0,Rp0
2019-01-24,24 Jan 19,DI Yogyakarta,Beras Kualitas Medium II,11400.0,Rp0
2019-01-25,25 Jan 19,DI Yogyakarta,Beras Kualitas Medium II,11400.0,Rp0
2019-01-26,,,,,
2019-01-27,,,,,
2019-01-28,28 Jan 19,DI Yogyakarta,Beras Kualitas Medium II,11400.0,Rp0
2019-01-29,29 Jan 19,DI Yogyakarta,Beras Kualitas Medium II,11400.0,Rp0
2019-01-30,30 Jan 19,DI Yogyakarta,Beras Kualitas Medium II,11400.0,Rp0
2019-01-31,31 Jan 19,DI Yogyakarta,Beras Kualitas Medium II,11400.0,Rp0
2019-02-01,01 Feb 19,DI Yogyakarta,Beras Kualitas Medium II,11400.0,Rp0
2019-02-02,,,,,
2019-02-03,,,,,
2019-02-04,04 Feb 19,DI Yogyakarta,Beras Kualitas Medium II,11400.0,Rp0
2019-02-05,,,,,
2019-02-06,06 Feb 19,DI Yogyakarta,Beras Kualitas Medium II,11400.0,
2019-02-07,07 Feb 19,DI Yogyakarta,Beras Kualitas Medium II,11400.0,Rp0
2019-02-08,08 Feb 19,DI Yogyakarta,Beras Kualitas Medium II,11400.0,Rp0
2019-02-09,,,,,
2019-02-10,,,,,
2019-02-11,11 Feb 19,DI Yogyakarta,Beras Kualitas Medium II,11400.0,Rp0
2019-02-12,12 Feb 19,DI Yogyakarta,Beras Kualitas Medium II,11400.0,Rp0
2019-02-13,13 Feb 19,DI Yogyakarta,Beras Kualitas Medium II,11350.0,-Rp50
2019-02-14,14 Feb 19,DI Yogyakarta,Beras Kualitas Medium II,11350.0,Rp0
2019-02-15,15 Feb 19,DI Yogyakarta,Beras Kualitas Medium II,11350.0,Rp0
2019-02-16,,,,,
2019-02-17,,,,,
2019-02-18,18 Feb 19,DI Yogyakarta,Beras Kualitas Medium II,11350.0,Rp0
2019-02-19,19 Feb 19,DI Yogyakarta,Beras Kualitas Medium II,11350.0,Rp0
2019-02-20,20 Feb 19,DI Yogyakarta,Beras Kualitas Medium II,11350.0,Rp0
2019-02-21,21 Feb 19,DI Yogyakarta,Beras Kualitas Medium II,11350.0,Rp0
2019-02-22,22 Feb 19,DI Yogyakarta,Beras Kualitas Medium II,11350.0,Rp0
2019-02-23,,,,,
2019-02-24,,,,,
2019-02-25,25 Feb 19,DI Yogyakarta,Beras Kualitas Medium II,11350.0,Rp0
2019-02-26,26 Feb 19,DI Yogyakarta,Beras Kualitas Medium II,11350.0,Rp0
2019-02-27,27 Feb 19,DI Yogyakarta,Beras Kualitas Medium II,11250.0,-Rp100
2019-02-28,28 Feb 19,DI Yogyakarta,Beras Kualitas Medium II,11250.0,Rp0
2019-03-01,01 Mar 19,DI Yogyakarta,Beras Kualitas Medium II,11250.0,Rp0
2019-03-02,,,,,
2019-03-03,,,,,
2019-03-04,04 Mar 19,DI Yogyakarta,Beras Kualitas Medium II,11250.0,
2019-03-05,05 Mar 19,DI Yogyakarta,Beras Kualitas Medium II,11250.0,Rp0
2019-03-06,06 Mar 19,DI Yogyakarta,Beras Kualitas Medium II,11250.0,Rp0
2019-03-07,,,,,
2019-03-08,08 Mar 19,DI Yogyakarta,Beras Kualitas Medium II,11250.0,
2019-03-09,,,,,
2019-03-10,,,,,
2019-03-11,11 Mar 19,DI Yogyakarta,Beras Kualitas Medium II,11250.0,Rp0
2019-03-12,12 Mar 19,DI Yogyakarta,Beras Kualitas Medium II,11250.0,Rp0
2019-03-13,13 Mar 19,DI Yogyakarta,Beras Kualitas Medium II,11250.0,Rp0
2019-03-14,14 Mar 19,DI Yogyakarta,Beras Kualitas Medium II,11250.0,Rp0
2019-03-15,15 Mar 19,DI Yogyakarta,Beras Kualitas Medium II,11250.0,Rp0
2019-03-16,,,,,
2019-03-17,,,,,
2019-03-18,18 Mar 19,DI Yogyakarta,Beras Kualitas Medium II,11250.0,Rp0
2019-03-19,19 Mar 19,DI Yogyakarta,Beras Kualitas Medium II,11250.0,Rp0
2019-03-20,20 Mar 19,DI Yogyakarta,Beras Kualitas Medium II,11250.0,Rp0
2019-03-21,21 Mar 19,DI Yogyakarta,Beras Kualitas Medium II,11250.0,Rp0
2019-03-22,22 Mar 19,DI Yogyakarta,Beras Kualitas Medium II,11250.0,Rp0
2019-03-23,,,,,
2019-03-24,,,,,
2019-03-25,25 Mar 19,DI Yogyakarta,Beras Kualitas Medium II,11250.0,Rp0
2019-03-26,26 Mar 19,DI Yogyakarta,Beras Kualitas Medium II,11250.0,Rp0
2019-03-27,27 Mar 19,DI Yogyakarta,Beras Kualitas Medium II,11250.0,Rp0
2019-03-28,28 Mar 19,DI Yogyakarta,Beras Kualitas Medium II,11250.0,Rp0
2019-03-29,29 Mar 19,DI Yogyakarta,Beras Kualitas Medium II,11250.0,Rp0
2019-03-30,,,,,
2019-03-31,,,,,
2019-04-01,01 Apr 19,DI Yogyakarta,Beras Kualitas Medium II,11250.0,Rp0
2019-04-02,02 Apr 19,DI Yogyakarta,Beras Kualitas Medium II,11250.0,Rp0
2019-04-03,,,,,
2019-04-04,04 Apr 19,DI Yogyakarta,Beras Kualitas Medium II,11250.0,
2019-04-05,05 Apr 19,DI Yogyakarta,Beras Kualitas Medium II,11250.0,Rp0
2019-04-06,,,,,
2019-04-07,,,,,
2019-04-08,08 Apr 19,DI Yogyakarta,Beras Kualitas Medium II,11250.0,Rp0
2019-04-09,09 Apr 19,DI Yogyakarta,Beras Kualitas Medium II,11250.0,Rp0
2019-04-10,10 Apr 19,DI Yogyakarta,Beras Kualitas Medium II,11250.0,Rp0
2019-04-11,11 Apr 19,DI Yogyakarta,Beras Kualitas Medium II,11250.0,Rp0
2019-04-12,12 Apr 19,DI Yogyakarta,Beras Kualitas Medium II,11250.0,Rp0
2019-04-13,,,,,
2019-04-14,,,,,
2019-04-15,15 Apr 19,DI Yogyakarta,Beras Kualitas Medium II,11000.0,-Rp250
2019-04-16,16 Apr 19,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2019-04-17,,,,,
2019-04-18,18 Apr 19,DI Yogyakarta,Beras Kualitas Medium II,11000.0,
2019-04-19,,,,,
2019-04-20,,,,,
2019-04-21,,,,,
2019-04-22,22 Apr 19,DI Yogyakarta,Beras Kualitas Medium II,11000.0,
2019-04-23,23 Apr 19,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2019-04-24,24 Apr 19,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2019-04-25,25 Apr 19,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2019-04-26,26 Apr 19,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2019-04-27,,,,,
2019-04-28,,,,,
2019-04-29,29 Apr 19,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2019-04-30,30 Apr 19,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2019-05-01,,,,,
2019-05-02,02 Mei 19,DI Yogyakarta,Beras Kualitas Medium II,11000.0,
2019-05-03,03 Mei 19,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2019-05-04,,,,,
2019-05-05,,,,,
2019-05-06,06 Mei 19,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2019-05-07,07 Mei 19,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2019-05-08,08 Mei 19,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2019-05-09,09 Mei 19,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2019-05-10,10 Mei 19,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2019-05-11,,,,,
2019-05-12,,,,,
2019-05-13,13 Mei 19,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2019-05-14,14 Mei 19,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2019-05-15,15 Mei 19,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2019-05-16,16 Mei 19,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2019-05-17,17 Mei 19,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2019-05-18,,,,,
2019-05-19,,,,,
2019-05-20,20 Mei 19,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2019-05-21,21 Mei 19,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2019-05-22,22 Mei 19,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2019-05-23,23 Mei 19,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2019-05-24,24 Mei 19,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2019-05-25,,,,,
2019-05-26,,,,,
2019-05-27,27 Mei 19,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2019-05-28,28 Mei 19,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2019-05-29,29 Mei 19,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2019-05-30,30 Mei 19,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2019-05-31,31 Mei 19,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2019-06-01,,,,,
2019-06-02,,,,,
2019-06-03,03 Jun 19,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2019-06-04,04 Jun 19,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2019-06-05,,,,,
2019-06-06,,,,,
2019-06-07,,,,,
2019-06-08,,,,,
2019-06-09,,,,,
2019-06-10,10 Jun 19,DI Yogyakarta,Beras Kualitas Medium II,11000.0,
2019-06-11,11 Jun 19,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2019-06-12,12 Jun 19,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2019-06-13,13 Jun 19,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2019-06-14,14 Jun 19,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2019-06-15,,,,,
2019-06-16,,,,,
2019-06-17,17 Jun 19,DI Yogyakarta,Beras Kualitas Medium II,11000.0,
2019-06-18,18 Jun 19,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2019-06-19,19 Jun 19,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2019-06-20,20 Jun 19,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2019-06-21,21 Jun 19,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2019-06-22,,,,,
2019-06-23,,,,,
2019-06-24,24 Jun 19,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2019-06-25,25 Jun 19,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2019-06-26,26 Jun 19,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2019-06-27,27 Jun 19,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2019-06-28,28 Jun 19,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2019-06-29,,,,,
2019-06-30,,,,,
2019-07-01,01 Jul 19,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2019-07-02,02 Jul 19,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2019-07-03,03 Jul 19,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2019-07-04,04 Jul 19,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2019-07-05,05 Jul 19,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2019-07-06,,,,,
2019-07-07,,,,,
2019-07-08,08 Jul 19,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2019-07-09,09 Jul 19,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2019-07-10,10 Jul 19,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2019-07-11,11 Jul 19,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2019-07-12,12 Jul 19,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2019-07-13,,,,,
2019-07-14,,,,,
2019-07-15,15 Jul 19,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2019-07-16,16 Jul 19,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2019-07-17,17 Jul 19,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2019-07-18,18 Jul 19,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2019-07-19,19 Jul 19,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2019-07-20,,,,,
2019-07-21,,,,,
2019-07-22,22 Jul 19,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2019-07-23,23 Jul 19,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2019-07-24,24 Jul 19,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2019-07-25,25 Jul 19,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2019-07-26,26 Jul 19,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2019-07-27,,,,,
2019-07-28,,,,,
2019-07-29,29 Jul 19,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2019-07-30,30 Jul 19,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2019-07-31,31 Jul 19,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2019-08-01,01 Agt 19,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2019-08-02,02 Agt 19,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2019-08-03,,,,,
2019-08-04,,,,,
2019-08-05,05 Agt 19,DI Yogyakarta,Beras Kualitas Medium II,11000.0,
2019-08-06,06 Agt 19,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2019-08-07,07 Agt 19,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2019-08-08,08 Agt 19,DI Yogyakarta,Beras Kualitas Medium II,10900.0,-Rp100
2019-08-09,09 Agt 19,DI Yogyakarta,Beras Kualitas Medium II,10900.0,Rp0
2019-08-10,,,,,
2019-08-11,,,,,
2019-08-12,12 Agt 19,DI Yogyakarta,Beras Kualitas Medium II,10900.0,Rp0
2019-08-13,13 Agt 19,DI Yogyakarta,Beras Kualitas Medium II,10900.0,Rp0
2019-08-14,14 Agt 19,DI Yogyakarta,Beras Kualitas Medium II,10900.0,Rp0
2019-08-15,15 Agt 19,DI Yogyakarta,Beras Kualitas Medium II,10900.0,Rp0
2019-08-16,16 Agt 19,DI Yogyakarta,Beras Kualitas Medium II,10900.0,Rp0
2019-08-17,,,,,
2019-08-18,,,,,
2019-08-19,19 Agt 19,DI Yogyakarta,Beras Kualitas Medium II,10900.0,Rp0
2019-08-20,20 Agt 19,DI Yogyakarta,Beras Kualitas Medium II,10900.0,Rp0
2019-08-21,21 Agt 19,DI Yogyakarta,Beras Kualitas Medium II,10900.0,Rp0
2019-08-22,22 Agt 19,DI Yogyakarta,Beras Kualitas Medium II,10900.0,Rp0
2019-08-23,23 Agt 19,DI Yogyakarta,Beras Kualitas Medium II,10900.0,Rp0
2019-08-24,,,,,
2019-08-25,,,,,
2019-08-26,26 Agt 19,DI Yogyakarta,Beras Kualitas Medium II,10900.0,Rp0
2019-08-27,27 Agt 19,DI Yogyakarta,Beras Kualitas Medium II,10900.0,Rp0
2019-08-28,28 Agt 19,DI Yogyakarta,Beras Kualitas Medium II,10900.0,Rp0
2019-08-29,29 Agt 19,DI Yogyakarta,Beras Kualitas Medium II,10900.0,Rp0
2019-08-30,30 Agt 19,DI Yogyakarta,Beras Kualitas Medium II,10900.0,Rp0
2019-08-31,,,,,
2019-09-01,,,,,
2019-09-02,02 Sep 19,DI Yogyakarta,Beras Kualitas Medium II,10900.0,Rp0
2019-09-03,03 Sep 19,DI Yogyakarta,Beras Kualitas Medium II,10900.0,Rp0
2019-09-04,04 Sep 19,DI Yogyakarta,Beras Kualitas Medium II,10900.0,Rp0
2019-09-05,05 Sep 19,DI Yogyakarta,Beras Kualitas Medium II,10900.0,Rp0
2019-09-06,06 Sep 19,DI Yogyakarta,Beras Kualitas Medium II,10900.0,Rp0
2019-09-07,,,,,
2019-09-08,,,,,
2019-09-09,09 Sep 19,DI Yogyakarta,Beras Kualitas Medium II,10900.0,Rp0
2019-09-10,10 Sep 19,DI Yogyakarta,Beras Kualitas Medium II,10900.0,Rp0
2019-09-11,11 Sep 19,DI Yogyakarta,Beras Kualitas Medium II,10900.0,Rp0
2019-09-12,12 Sep 19,DI Yogyakarta,Beras Kualitas Medium II,10900.0,Rp0
2019-09-13,13 Sep 19,DI Yogyakarta,Beras Kualitas Medium II,10900.0,Rp0
2019-09-14,,,,,
2019-09-15,,,,,
2019-09-16,16 Sep 19,DI Yogyakarta,Beras Kualitas Medium II,10900.0,
2019-09-17,17 Sep 19,DI Yogyakarta,Beras Kualitas Medium II,10900.0,Rp0
2019-09-18,18 Sep 19,DI Yogyakarta,Beras Kualitas Medium II,10900.0,Rp0
2019-09-19,19 Sep 19,DI Yogyakarta,Beras Kualitas Medium II,10900.0,Rp0
2019-09-20,20 Sep 19,DI Yogyakarta,Beras Kualitas Medium II,10900.0,Rp0
2019-09-21,,,,,
2019-09-22,,,,,
2019-09-23,23 Sep 19,DI Yogyakarta,Beras Kualitas Medium II,10900.0,Rp0
2019-09-24,24 Sep 19,DI Yogyakarta,Beras Kualitas Medium II,10900.0,Rp0
2019-09-25,25 Sep 19,DI Yogyakarta,Beras Kualitas Medium II,10900.0,Rp0
2019-09-26,26 Sep 19,DI Yogyakarta,Beras Kualitas Medium II,10900.0,Rp0
2019-09-27,27 Sep 19,DI Yogyakarta,Beras Kualitas Medium II,10900.0,Rp0
2019-09-28,,,,,
2019-09-29,,,,,
2019-09-30,30 Sep 19,DI Yogyakarta,Beras Kualitas Medium II,10900.0,Rp0
2019-10-01,01 Okt 19,DI Yogyakarta,Beras Kualitas Medium II,10900.0,Rp0
2019-10-02,02 Okt 19,DI Yogyakarta,Beras Kualitas Medium II,10900.0,Rp0
2019-10-03,03 Okt 19,DI Yogyakarta,Beras Kualitas Medium II,10900.0,Rp0
2019-10-04,04 Okt 19,DI Yogyakarta,Beras Kualitas Medium II,10900.0,Rp0
2019-10-05,,,,,
2019-10-06,,,,,
2019-10-07,07 Okt 19,DI Yogyakarta,Beras Kualitas Medium II,10900.0,Rp0
2019-10-08,08 Okt 19,DI Yogyakarta,Beras Kualitas Medium II,10900.0,Rp0
2019-10-09,09 Okt 19,DI Yogyakarta,Beras Kualitas Medium II,10900.0,Rp0
2019-10-10,10 Okt 19,DI Yogyakarta,Beras Kualitas Medium II,10900.0,Rp0
2019-10-11,11 Okt 19,DI Yogyakarta,Beras Kualitas Medium II,10900.0,Rp0
2019-10-12,,,,,
2019-10-13,,,,,
2019-10-14,14 Okt 19,DI Yogyakarta,Beras Kualitas Medium II,10900.0,
2019-10-15,15 Okt 19,DI Yogyakarta,Beras Kualitas Medium II,10900.0,Rp0
2019-10-16,16 Okt 19,DI Yogyakarta,Beras Kualitas Medium II,10900.0,Rp0
2019-10-17,17 Okt 19,DI Yogyakarta,Beras Kualitas Medium II,10900.0,Rp0
2019-10-18,18 Okt 19,DI Yogyakarta,Beras Kualitas Medium II,10900.0,Rp0
2019-10-19,,,,,
2019-10-20,,,,,
2019-10-21,21 Okt 19,DI Yogyakarta,Beras Kualitas Medium II,10900.0,Rp0
2019-10-22,22 Okt 19,DI Yogyakarta,Beras Kualitas Medium II,10900.0,Rp0
2019-10-23,23 Okt 19,DI Yogyakarta,Beras Kualitas Medium II,10900.0,Rp0
2019-10-24,24 Okt 19,DI Yogyakarta,Beras Kualitas Medium II,10900.0,Rp0
2019-10-25,25 Okt 19,DI Yogyakarta,Beras Kualitas Medium II,10900.0,Rp0
2019-10-26,,,,,
2019-10-27,,,,,
2019-10-28,28 Okt 19,DI Yogyakarta,Beras Kualitas Medium II,10900.0,Rp0
2019-10-29,29 Okt 19,DI Yogyakarta,Beras Kualitas Medium II,10900.0,Rp0
2019-10-30,30 Okt 19,DI Yogyakarta,Beras Kualitas Medium II,10900.0,Rp0
2019-10-31,31 Okt 19,DI Yogyakarta,Beras Kualitas Medium II,10900.0,Rp0
2019-11-01,01 Nov 19,DI Yogyakarta,Beras Kualitas Medium II,10900.0,Rp0
2019-11-02,,,,,
2019-11-03,,,,,
2019-11-04,04 Nov 19,DI Yogyakarta,Beras Kualitas Medium II,10900.0,
2019-11-05,05 Nov 19,DI Yogyakarta,Beras Kualitas Medium II,10900.0,Rp0
2019-11-06,06 Nov 19,DI Yogyakarta,Beras Kualitas Medium II,10900.0,Rp0
2019-11-07,07 Nov 19,DI Yogyakarta,Beras Kualitas Medium II,10900.0,Rp0
2019-11-08,08 Nov 19,DI Yogyakarta,Beras Kualitas Medium II,10900.0,Rp0
2019-11-09,,,,,
2019-11-10,,,,,
2019-11-11,11 Nov 19,DI Yogyakarta,Beras Kualitas Medium II,10900.0,Rp0
2019-11-12,12 Nov 19,DI Yogyakarta,Beras Kualitas Medium II,10900.0,Rp0
2019-11-13,13 Nov 19,DI Yogyakarta,Beras Kualitas Medium II,10900.0,Rp0
2019-11-14,14 Nov 19,DI Yogyakarta,Beras Kualitas Medium II,10900.0,Rp0
2019-11-15,15 Nov 19,DI Yogyakarta,Beras Kualitas Medium II,10900.0,Rp0
2019-11-16,,,,,
2019-11-17,,,,,
2019-11-18,18 Nov 19,DI Yogyakarta,Beras Kualitas Medium II,10900.0,Rp0
2019-11-19,19 Nov 19,DI Yogyakarta,Beras Kualitas Medium II,10900.0,Rp0
2019-11-20,20 Nov 19,DI Yogyakarta,Beras Kualitas Medium II,10900.0,Rp0
2019-11-21,21 Nov 19,DI Yogyakarta,Beras Kualitas Medium II,10900.0,Rp0
2019-11-22,22 Nov 19,DI Yogyakarta,Beras Kualitas Medium II,10900.0,Rp0
2019-11-23,,,,,
2019-11-24,,,,,
2019-11-25,25 Nov 19,DI Yogyakarta,Beras Kualitas Medium II,10900.0,Rp0
2019-11-26,26 Nov 19,DI Yogyakarta,Beras Kualitas Medium II,10900.0,Rp0
2019-11-27,27 Nov 19,DI Yogyakarta,Beras Kualitas Medium II,10900.0,Rp0
2019-11-28,28 Nov 19,DI Yogyakarta,Beras Kualitas Medium II,10900.0,Rp0
2019-11-29,29 Nov 19,DI Yogyakarta,Beras Kualitas Medium II,10900.0,Rp0
2019-11-30,,,,,
2019-12-01,,,,,
2019-12-02,02 Des 19,DI Yogyakarta,Beras Kualitas Medium II,10900.0,Rp0
2019-12-03,03 Des 19,DI Yogyakarta,Beras Kualitas Medium II,10900.0,Rp0
2019-12-04,04 Des 19,DI Yogyakarta,Beras Kualitas Medium II,10900.0,Rp0
2019-12-05,05 Des 19,DI Yogyakarta,Beras Kualitas Medium II,10900.0,Rp0
2019-12-06,06 Des 19,DI Yogyakarta,Beras Kualitas Medium II,10900.0,Rp0
2019-12-07,,,,,
2019-12-08,,,,,
2019-12-09,09 Des 19,DI Yogyakarta,Beras Kualitas Medium II,10900.0,
2019-12-10,10 Des 19,DI Yogyakarta,Beras Kualitas Medium II,10900.0,Rp0
2019-12-11,11 Des 19,DI Yogyakarta,Beras Kualitas Medium II,10900.0,Rp0
2019-12-12,12 Des 19,DI Yogyakarta,Beras Kualitas Medium II,10900.0,Rp0
2019-12-13,13 Des 19,DI Yogyakarta,Beras Kualitas Medium II,10900.0,Rp0
2019-12-14,,,,,
2019-12-15,,,,,
2019-12-16,16 Des 19,DI Yogyakarta,Beras Kualitas Medium II,10900.0,Rp0
2019-12-17,17 Des 19,DI Yogyakarta,Beras Kualitas Medium II,10900.0,Rp0
2019-12-18,18 Des 19,DI Yogyakarta,Beras Kualitas Medium II,10900.0,Rp0
2019-12-19,19 Des 19,DI Yogyakarta,Beras Kualitas Medium II,10900.0,Rp0
2019-12-20,20 Des 19,DI Yogyakarta,Beras Kualitas Medium II,10900.0,Rp0
2019-12-21,,,,,
2019-12-22,,,,,
2019-12-23,23 Des 19,DI Yogyakarta,Beras Kualitas Medium II,11000.0,
2019-12-24,24 Des 19,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2019-12-25,,,,,
2019-12-26,26 Des 19,DI Yogyakarta,Beras Kualitas Medium II,11000.0,
2019-12-27,27 Des 19,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2019-12-28,,,,,
2019-12-29,,,,,
2019-12-30,30 Des 19,DI Yogyakarta,Beras Kualitas Medium II,11000.0,
2019-12-31,31 Des 19,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-01-01,,,,,
2020-01-02,02 Jan 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,
2020-01-03,03 Jan 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-01-04,,,,,
2020-01-05,,,,,
2020-01-06,06 Jan 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-01-07,07 Jan 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-01-08,08 Jan 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-01-09,09 Jan 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-01-10,10 Jan 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-01-11,,,,,
2020-01-12,,,,,
2020-01-13,13 Jan 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-01-14,14 Jan 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-01-15,15 Jan 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-01-16,16 Jan 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-01-17,17 Jan 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-01-18,,,,,
2020-01-19,,,,,
2020-01-20,20 Jan 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-01-21,21 Jan 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-01-22,22 Jan 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-01-23,23 Jan 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-01-24,24 Jan 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-01-25,,,,,
2020-01-26,,,,,
2020-01-27,27 Jan 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,
2020-01-28,28 Jan 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-01-29,29 Jan 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-01-30,30 Jan 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-01-31,31 Jan 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-02-01,,,,,
2020-02-02,,,,,
2020-02-03,03 Feb 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
