Tanggal_Loop,Tanggal,Provinsi,Komoditas,Harga_Rp,Perubahan_Harga
2025-02-10,10 Feb 25,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2025-02-11,11 Feb 25,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2025-02-12,12 Feb 25,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2025-02-13,13 Feb 25,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2025-02-14,14 Feb 25,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2025-02-15,,,,,
2025-02-16,,,,,
2025-02-17,17 Feb 25,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2025-02-18,18 Feb 25,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2025-02-19,19 Feb 25,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2025-02-20,20 Feb 25,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2025-02-21,21 Feb 25,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2025-02-22,,,,,
2025-02-23,,,,,
2025-02-24,24 Feb 25,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2025-02-25,25 Feb 25,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2025-02-26,26 Feb 25,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2025-02-27,27 Feb 25,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2025-02-28,28 Feb 25,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2025-03-01,,,,,
2025-03-02,,,,,
2025-03-03,03 Mar 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,
2025-03-04,04 Mar 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-03-05,05 Mar 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-03-06,06 Mar 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-03-07,07 Mar 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-03-08,,,,,
2025-03-09,,,,,
2025-03-10,10 Mar 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-03-11,11 Mar 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-03-12,12 Mar 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-03-13,13 Mar 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-03-14,14 Mar 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-03-15,,,,,
2025-03-16,,,,,
2025-03-17,17 Mar 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-03-18,18 Mar 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-03-19,19 Mar 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-03-20,20 Mar 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-03-21,21 Mar 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-03-22,,,,,
2025-03-23,,,,,
2025-03-24,24 Mar 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-03-25,25 Mar 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-03-26,26 Mar 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-03-27,27 Mar 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-03-28,28 Mar 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-03-29,,,,,
2025-03-30,,,,,
2025-03-31,31 Mar 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,
2025-04-01,01 Apr 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-04-02,02 Apr 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-04-03,03 Apr 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-04-04,04 Apr 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-04-05,,,,,
2025-04-06,,,,,
2025-04-07,07 Apr 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,
2025-04-08,08 Apr 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-04-09,09 Apr 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-04-10,10 Apr 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-04-11,11 Apr 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-04-12,,,,,
2025-04-13,,,,,
2025-04-14,14 Apr 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-04-15,15 Apr 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-04-16,16 Apr 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-04-17,17 Apr 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-04-18,18 Apr 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-04-19,,,,,
2025-04-20,,,,,
2025-04-21,21 Apr 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-04-22,22 Apr 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-04-23,23 Apr 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-04-24,24 Apr 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-04-25,25 Apr 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-04-26,,,,,
2025-04-27,,,,,
2025-04-28,28 Apr 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-04-29,29 Apr 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-04-30,30 Apr 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-05-01,01 Mei 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-05-02,02 Mei 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-05-03,,,,,
2025-05-04,,,,,
2025-05-05,05 Mei 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-05-06,06 Mei 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-05-07,07 Mei 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-05-08,08 Mei 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-05-09,09 Mei 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-05-10,,,,,
2025-05-11,,,,,
2025-05-12,12 Mei 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-05-13,13 Mei 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-05-14,14 Mei 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-05-15,15 Mei 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-05-16,16 Mei 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-05-17,,,,,
2025-05-18,,,,,
2025-05-19,19 Mei 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-05-20,20 Mei 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-05-21,21 Mei 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-05-22,22 Mei 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-05-23,23 Mei 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-05-24,,,,,
2025-05-25,,,,,
2025-05-26,26 Mei 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-05-27,27 Mei 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-05-28,28 Mei 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-05-29,29 Mei 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-05-30,30 Mei 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-05-31,,,,,
2025-06-01,,,,,
2025-06-02,02 Jun 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,
2025-06-03,03 Jun 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-06-04,04 Jun 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-06-05,05 Jun 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-06-06,06 Jun 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-06-07,,,,,
2025-06-08,,,,,
2025-06-09,09 Jun 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-06-10,10 Jun 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-06-11,11 Jun 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-06-12,12 Jun 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-06-13,13 Jun 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-06-14,,,,,
2025-06-15,,,,,
2025-06-16,16 Jun 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-06-17,17 Jun 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-06-18,18 Jun 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-06-19,19 Jun 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-06-20,20 Jun 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-06-21,,,,,
2025-06-22,,,,,
2025-06-23,23 Jun 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,
2025-06-24,24 Jun 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-06-25,25 Jun 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-06-26,26 Jun 25,DI Yogyakarta,Beras Kualitas Medium II,14400.0,Rp250
2025-06-27,27 Jun 25,DI Yogyakarta,Beras Kualitas Medium II,14400.0,Rp0
2025-06-28,,,,,
2025-06-29,,,,,
2025-06-30,30 Jun 25,DI Yogyakarta,Beras Kualitas Medium II,14400.0,
2025-07-01,01 Jul 25,DI Yogyakarta,Beras Kualitas Medium II,14400.0,Rp0
2025-07-02,02 Jul 25,DI Yogyakarta,Beras Kualitas Medium II,14400.0,Rp0
2025-07-03,03 Jul 25,DI Yogyakarta,Beras Kualitas Medium II,14400.0,Rp0
2025-07-04,04 Jul 25,DI Yogyakarta,Beras Kualitas Medium II,14400.0,Rp0
2025-07-05,,,,,
2025-07-06,,,,,
2025-07-07,07 Jul 25,DI Yogyakarta,Beras Kualitas Medium II,14400.0,Rp0
2025-07-08,08 Jul 25,DI Yogyakarta,Beras Kualitas Medium II,14400.0,Rp0
2025-07-09,09 Jul 25,DI Yogyakarta,Beras Kualitas Medium II,14400.0,Rp0
2025-07-10,10 Jul 25,DI Yogyakarta,Beras Kualitas Medium II,14400.0,Rp0
2025-07-11,11 Jul 25,DI Yogyakarta,Beras Kualitas Medium II,14400.0,Rp0
2025-07-12,,,,,
2025-07-13,,,,,
2025-07-14,14 Jul 25,DI Yogyakarta,Beras Kualitas Medium II,14400.0,Rp0
2025-07-15,15 Jul 25,DI Yogyakarta,Beras Kualitas Medium II,14400.0,Rp0
2025-07-16,16 Jul 25,DI Yogyakarta,Beras Kualitas Medium II,14400.0,Rp0
2025-07-17,17 Jul 25,DI Yogyakarta,Beras Kualitas Medium II,14400.0,Rp0
2025-07-18,18 Jul 25,DI Yogyakarta,Beras Kualitas Medium II,14400.0,Rp0
2025-07-19,,,,,
2025-07-20,,,,,
2025-07-21,21 Jul 25,DI Yogyakarta,Beras Kualitas Medium II,14400.0,Rp0
2025-07-22,22 Jul 25,DI Yogyakarta,Beras Kualitas Medium II,14400.0,Rp0
2025-07-23,23 Jul 25,DI Yogyakarta,Beras Kualitas Medium II,14400.0,Rp0
2025-07-24,24 Jul 25,DI Yogyakarta,Beras Kualitas Medium II,14400.0,Rp0
2025-07-25,25 Jul 25,DI Yogyakarta,Beras Kualitas Medium II,14400.0,Rp0
2025-07-26,,,,,
2025-07-27,,,,,
2025-07-28,28 Jul 25,DI Yogyakarta,Beras Kualitas Medium II,14400.0,Rp0
2025-07-29,29 Jul 25,DI Yogyakarta,Beras Kualitas Medium II,14400.0,Rp0
2025-07-30,30 Jul 25,DI Yogyakarta,Beras Kualitas Medium II,14400.0,Rp0
2025-07-31,31 Jul 25,DI Yogyakarta,Beras Kualitas Medium II,14400.0,Rp0
2025-08-01,01 Agt 25,DI Yogyakarta,Beras Kualitas Medium II,14400.0,Rp0
2025-08-02,,,,,
2025-08-03,,,,,
2025-08-04,04 Agt 25,DI Yogyakarta,Beras Kualitas Medium II,14400.0,Rp0
2025-08-05,05 Agt 25,DI Yogyakarta,Beras Kualitas Medium II,14400.0,Rp0
2025-08-06,06 Agt 25,DI Yogyakarta,Beras Kualitas Medium II,14400.0,Rp0
2025-08-07,07 Agt 25,DI Yogyakarta,Beras Kualitas Medium II,14400.0,Rp0
2025-08-08,08 Agt 25,DI Yogyakarta,Beras Kualitas Medium II,14400.0,Rp0
2025-08-09,,,,,
2025-08-10,,,,,
2025-08-11,11 Agt 25,DI Yogyakarta,Beras Kualitas Medium II,14400.0,Rp0
2025-08-12,12 Agt 25,DI Yogyakarta,Beras Kualitas Medium II,14400.0,Rp0
2025-08-13,13 Agt 25,DI Yogyakarta,Beras Kualitas Medium II,14400.0,Rp0
2025-08-14,14 Agt 25,DI Yogyakarta,Beras Kualitas Medium II,14400.0,Rp0
2025-08-15,15 Agt 25,DI Yogyakarta,Beras Kualitas Medium II,14400.0,Rp0
2025-08-16,,,,,
2025-08-17,,,,,
2025-08-18,18 Agt 25,DI Yogyakarta,Beras Kualitas Medium II,14400.0,Rp0
2025-08-19,19 Agt 25,DI Yogyakarta,Beras Kualitas Medium II,14400.0,Rp0
2025-08-20,20 Agt 25,DI Yogyakarta,Beras Kualitas Medium II,14400.0,Rp0
2025-08-21,21 Agt 25,DI Yogyakarta,Beras Kualitas Medium II,14400.0,Rp0
2025-08-22,22 Agt 25,DI Yogyakarta,Beras Kualitas Medium II,14400.0,Rp0
2025-08-23,,,,,
2025-08-24,,,,,
2025-08-25,25 Agt 25,DI Yogyakarta,Beras Kualitas Medium II,14400.0,Rp0
2025-08-26,26 Agt 25,DI Yogyakarta,Beras Kualitas Medium II,14400.0,Rp0
2025-08-27,27 Agt 25,DI Yogyakarta,Beras Kualitas Medium II,14400.0,Rp0
2025-08-28,28 Agt 25,DI Yogyakarta,Beras Kualitas Medium II,14400.0,Rp0
2025-08-29,29 Agt 25,DI Yogyakarta,Beras Kualitas Medium II,14400.0,Rp0
2025-08-30,,,,,
2025-08-31,,,,,
2025-09-01,01 Sep 25,DI Yogyakarta,Beras Kualitas Medium II,14400.0,Rp0
2025-09-02,02 Sep 25,DI Yogyakarta,Beras Kualitas Medium II,14400.0,Rp0
2025-09-03,03 Sep 25,DI Yogyakarta,Beras Kualitas Medium II,14400.0,Rp0
2025-09-04,04 Sep 25,DI Yogyakarta,Beras Kualitas Medium II,14400.0,Rp0
2025-09-05,05 Sep 25,DI Yogyakarta,Beras Kualitas Medium II,14400.0,Rp0
2025-09-06,,,,,
2025-09-07,,,,,
2025-09-08,08 Sep 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,
2025-09-09,09 Sep 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-09-10,10 Sep 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-09-11,11 Sep 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-09-12,12 Sep 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-09-13,,,,,
2025-09-14,,,,,
2025-09-15,15 Sep 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-09-16,16 Sep 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-09-17,17 Sep 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-09-18,18 Sep 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-09-19,19 Sep 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-09-20,,,,,
2025-09-21,,,,,
2025-09-22,22 Sep 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-09-23,23 Sep 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-09-24,24 Sep 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-09-25,25 Sep 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-09-26,26 Sep 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-09-27,,,,,
2025-09-28,,,,,
2025-09-29,29 Sep 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-09-30,30 Sep 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-10-01,01 Okt 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-10-02,02 Okt 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-10-03,03 Okt 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-10-04,,,,,
2025-10-05,,,,,
2025-10-06,06 Okt 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-10-07,07 Okt 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-10-08,08 Okt 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-10-09,09 Okt 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-10-10,10 Okt 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-10-11,,,,,
2025-10-12,,,,,
2025-10-13,13 Okt 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-10-14,14 Okt 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-10-15,15 Okt 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-10-16,16 Okt 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-10-17,17 Okt 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-10-18,,,,,
2025-10-19,,,,,
2025-10-20,20 Okt 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-10-21,21 Okt 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-10-22,22 Okt 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-10-23,23 Okt 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-10-24,24 Okt 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-10-25,,,,,
2025-10-26,,,,,
2025-10-27,27 Okt 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,
2025-10-28,28 Okt 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-10-29,29 Okt 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-10-30,30 Okt 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-10-31,31 Okt 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-11-01,,,,,
2025-11-02,,,,,
2025-11-03,03 Nov 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-11-04,04 Nov 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-11-05,05 Nov 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-11-06,06 Nov 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-11-07,07 Nov 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-11-08,,,,,
2025-11-09,,,,,
2025-11-10,10 Nov 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-11-11,11 Nov 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-11-12,12 Nov 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-11-13,13 Nov 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-11-14,14 Nov 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-11-15,,,,,
2025-11-16,,,,,
2025-11-17,17 Nov 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-11-18,18 Nov 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-11-19,19 Nov 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-11-20,20 Nov 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-11-21,21 Nov 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-11-22,,,,,
2025-11-23,,,,,
2025-11-24,24 Nov 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-11-25,25 Nov 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-11-26,26 Nov 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-11-27,27 Nov 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-11-28,28 Nov 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-11-29,,,,,
2025-11-30,,,,,
2025-12-01,01 Des 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-12-02,02 Des 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-12-03,03 Des 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-12-04,04 Des 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-12-05,05 Des 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-12-06,,,,,
2025-12-07,,,,,
2025-12-08,08 Des 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-12-09,09 Des 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-12-10,10 Des 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-12-11,11 Des 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-12-12,12 Des 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-12-13,,,,,
2025-12-14,,,,,
2025-12-15,15 Des 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-12-16,16 Des 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-12-17,17 Des 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-12-18,18 Des 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-12-19,19 Des 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-12-20,,,,,
2025-12-21,,,,,
2025-12-22,22 Des 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-12-23,23 Des 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-12-24,24 Des 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-12-25,25 Des 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-12-26,26 Des 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-12-27,,,,,
2025-12-28,,,,,
2025-12-29,29 Des 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-12-30,30 Des 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2025-12-31,31 Des 25,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2026-01-01,01 Jan 26,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2026-01-02,02 Jan 26,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2026-01-03,,,,,
2026-01-04,,,,,
2026-01-05,05 Jan 26,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2026-01-06,06 Jan 26,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2026-01-07,07 Jan 26,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2026-01-08,08 Jan 26,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2026-01-09,09 Jan 26,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2026-01-10,,,,,
2026-01-11,,,,,
2026-01-12,12 Jan 26,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2026-01-13,13 Jan 26,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2026-01-14,14 Jan 26,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2026-01-15,15 Jan 26,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2026-01-16,16 Jan 26,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2026-01-17,,,,,
2026-01-18,,,,,
2026-01-19,19 Jan 26,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2026-01-20,20 Jan 26,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2026-01-21,21 Jan 26,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2026-01-22,22 Jan 26,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2026-01-23,23 Jan 26,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2026-01-24,,,,,
2026-01-25,,,,,
2026-01-26,26 Jan 26,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2026-01-27,27 Jan 26,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2026-01-28,28 Jan 26,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2026-01-29,29 Jan 26,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2026-01-30,30 Jan 26,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2026-01-31,,,,,
2026-02-01,,,,,
2026-02-02,02 Feb 26,DI Yogyakarta,Beras Kualitas Medium II,14150.0,
2026-02-03,03 Feb 26,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2026-02-04,04 Feb 26,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2026-02-05,05 Feb 26,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2026-02-06,06 Feb 26,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2026-02-07,,,,,
2026-02-08,,,,,
2026-02-09,09 Feb 26,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2026-02-10,10 Feb 26,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2026-02-11,11 Feb 26,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2026-02-12,12 Feb 26,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2026-02-13,13 Feb 26,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2026-02-14,,,,,
2026-02-15,,,,,
